Office_Nam,District,District_old,cityblock,Address,Latitude,Longitude,print,Pricepre,Price,Avg_HousePrice,weibo_count,center_dis,center_FID,Subway_Dispre,Subway_Dis,busstation_Countpre,busstation_Count,bank_Countpre,bank_Count,shopping_Count,food_Countpre,food_Count,Residential_Count,firm_Count,education_Count,空间多样性,基础服务多样性,基础服务内容,企业服务多样性,企业服务内容,写字楼面积,写字楼电梯数量
雷格斯（五矿广场）,1,东城,东四十条,朝阳门北大街5号,39.93023753,116.4266467,50,46.80851064,5000,"100,351.76",307,0.01161913,4,5.779443542,241.19,15.72327044,25,41.26984127,26,38,24.05063291,855,93,0,5,6,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,124332,30
雷格斯（新东安广场）,1,东城,王府井,王府井大街138号,39.93023753,116.4266467,40,36.17021277,4000,"100,351.76",307,0.01161913,4,5.779443542,241.19,15.72327044,25,41.26984127,26,38,24.05063291,855,93,0,5,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,39000,12
瀚海众创空间（瀚海文化大厦）,3,朝阳,CBD,朝阳区向军北里，东三环与朝阳北路交汇处,39.930954,116.46667,10,4.255319149,1000,"87,021.04",155,0.049952793,6,14.98284724,618.12,30.81761006,49,14.28571429,9,31,12.51758087,445,71,0,0,1,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,10600,2
SOHO3Q（三里屯soho）,3,朝阳,三里屯,工体北路8号,39.93104986,116.4472698,26,21.27659574,2600,"88,039.01",835,0.010210989,3,20.64460207,850,31.44654088,50,20.63492063,13,96,71.02672293,"2,525",107,2,4,16,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,120000,8
裸心社（三里屯）,3,朝阳,工体,工体北路甲2,39.93111281,116.453402,53,50,5300,"76,640.88",640,0.007726616,3,6.256302572,260.72,32.70440252,52,25.3968254,16,50,50.40787623,"1,792",173,1,4,9,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,174433,10
DayDayUp（三里屯SOHO）,3,朝阳,三里屯,工体北路8号,39.93124286,116.4482238,28,23.40425532,2800,"87,993.87",809,0.009464645,3,18.27007362,752.75,27.67295597,44,22.22222222,14,95,71.64556962,"2,547",102,2,4,4,16,前台接见 办公家具 复印打印 办公宽带 WIFI 会议室 洽谈室 中央空调 空气净化器 自动售卖机 微波炉 冰箱 办公清洁 茶点 免费咖啡 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,120000,8
雷格斯（中宇大厦）,3,朝阳,三里屯,中宇大厦位于朝阳区工人体育场北路甲6,39.93125486,116.4519358,45,41.4893617,4500,"79,826.88",741,0.007817338,3,9.414364371,390.06,33.33333333,53,28.57142857,18,72,58.8466948,"2,092",109,1,4,6,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,53000,6
雷格斯（DRC外交办公大楼）,3,朝阳,三元桥,北京朝阳东方东路19号,39.93135186,116.4519668,65,62.76595745,6500,"79,474.74",744,0.007715671,3,9.27372392,384.3,32.70440252,52,28.57142857,18,72,58.8466948,"2,092",106,1,4,3,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 多功能厅 茶水间 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,5,运营服务 营销推荐 商务聚会 宣传设计 政策申请,107866,2
氪空间（骏豪·中央公园广场）,3,朝阳,甜水园,朝阳公园南门棕榈泉西侧,39.93173647,116.4710871,40,36.17021277,4000,"73,963.69",346,0.018600358,3,3.069184847,130.19,49.68553459,79,14.28571429,9,19,13.27707454,472,58,1,0,7,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 多功能厅 咖啡厅 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 茶点 免费咖啡 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,220000,8
汇阳国际商务中心（三里屯SOHO）,3,朝阳,三里屯,工体北路8号,39.93180715,116.4414781,16,10.63829787,1600,"92,251.60",519,0.014258031,3,26.44040483,1087.37,30.81761006,49,11.11111111,7,70,43.65682138,"1,552",138,1,1,5,24,前台接见 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 茶点 免,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,120000,8
众舍空间（京朝大厦）,3,朝阳,团结湖,农展馆南路5号,39.93288347,116.4637201,10,4.255319149,1000,"74,567.13",476,0.011485676,3,19.60566957,807.45,30.18867925,48,12.6984127,8,13,16.96202532,603,170,1,0,4,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,3200,2
IBC商务中心（京朝大厦）,3,朝阳,团结湖,农展馆南路5号,39.93297647,116.4637331,12,6.382978723,1200,"74,567.13",468,0.011449027,3,19.65181722,809.34,30.18867925,48,12.6984127,8,13,16.96202532,603,168,1,0,6,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,3200,2
金宝和空间,1,东城,朝阳门,南小街18号,39.9343853,116.4200312,11,5.319148936,1100,"103,967.88",225,0.012297055,4,19.82249026,816.33,24.52830189,39,14.28571429,9,49,20.53445851,730,190,1,10,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
公众空间（北京电影学院文创园）,3,朝阳,十里堡,平房桥东京城梨园北侧,39.93451765,116.5402375,9,3.191489362,900,"52,011.50",2,0.031295898,1,72.75115674,2984.05,0,0,0,0,1,0.05625879,2,7,0,0,7,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 自动售卖机 卫生间配套 办公清洁 饮用水,4,法律咨询 投融资服务 创业辅导 政策顾问,30000,1
达美中心咖啡办公（达美中心）,3,朝阳,八里庄,姚家园路甲118号,39.93592338,116.5102599,80,78.72340426,8000,"67,414.66",201,0.017840499,1,34.01862998,1397.74,32.0754717,51,6.349206349,4,20,9.338959212,332,24,0,0,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,346544,60
银杏空间（东环广场）,1,东城,东直门,东城区东中街32号东环广场,39.93681353,116.4296837,20,14.89361702,2000,"100,139.05",442,0.00451608,4,8.30657665,344.69,28.30188679,45,46.03174603,29,95,55.21800281,"1,963",163,0,2,3,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁,12,公司年检 法律咨询 财税代理 人事代理 人力招聘 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,187000,6
科技寺（科林大厦）,1,东城,北新桥,东四北大街107号,39.93719488,116.4094219,23,18.08510638,2300,"109,525.29",215,0.021179741,4,6.061945282,252.76,18.86792453,30,7.936507937,5,60,28.72011252,"1,021",58,2,0,1,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,30000,0
星创空间（北京文化金融大厦）,1,东城,东四十条,魏家胡同8号院,39.93731,116.423404,14,8.510638298,1400,"106,291.70",641,0.017986016,0,12.34290877,510,56.60377358,90,9.523809524,6,25,11.89873418,423,155,10,9,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,13800,2
优客工场（人美社区）,1,东城,北新桥,板桥南巷7号,39.93736488,116.4116269,18,12.76595745,1800,"107,998.15",226,0.018985395,4,5.427354079,226.77,21.3836478,34,7.936507937,5,71,29.62025316,"1,053",61,3,0,2,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问, ,0
无界空间（东直门店）,1,东城,东直门,外大街46号,39.93752815,116.4325741,15,9.574468085,1500,"99,374.80",387,0.004456815,4,10.15101757,420.23,49.05660377,78,36.50793651,23,74,45.71026723,"1,625",243,2,2,9,21,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 空气净化器 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,34232,4
优客工场（方圆大厦）,4,海淀,白石桥,南大街乙56号,39.93781544,116.3235506,18,12.76595745,1800,"99,815.73",233,0.03891572,5,14.78922245,610.19,47.16981132,75,23.80952381,15,38,12.40506329,441,56,7,0,10,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,27000,5
优客工场（外企大厦社区）,3,朝阳,大望路,西大望路15号,39.899794,116.483326,10,4.255319149,1000,"99,815.73",233,0.03891572,5,14.78922245,610.19,47.16981132,75,23.80952381,15,38,12.40506329,441,56,7,0,5,16,前台接见 办公家具 复印打印 办公宽带 WIFI 会议室 洽谈室 茶水间 休闲区 健身设施 中央空调 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,87254,4
U-WORK（天恒大厦）,1,东城,东直门,东城区东直门外大街46号,39.93900117,116.4306153,20,14.89361702,2000,"97,397.39",380,0.002336042,4,4.191378447,176.15,57.86163522,92,42.85714286,27,98,49.64838256,"1,765",187,0,2,5,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 咖啡厅 茶水间 书吧 休闲区 中央空调 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,42925,11
世纪启创（盛福大厦）,3,朝阳,燕莎,亮马桥麦子店街37号,39.94570016,116.4586955,22,17.0212766,2200,"80,390.79",623,0.008388945,3,9.182161126,380.55,74.8427673,119,25.3968254,16,185,27.42616034,975,76,2,0,12,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 空气净化器 冰箱 卫生间配套 办公清洁 茶点 免费咖啡 饮用水,0, ,53000,8
和空间（嘉诚印象）,1,东城,雍和宫,藏经馆17号,39.94625994,116.4125906,16,10.63829787,1600,"104,521.46",177,0.018294589,4,5.696182442,237.78,28.93081761,46,12.6984127,8,26,18.45288326,656,67,2,0,1,16,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 卫生间配套 办公清洁,0, ,7000,0
我宅 宅GD,1,东城,雍和宫,国学胡同16号,39.94636725,116.4081513,20,14.89361702,2000,"104,886.12",190,0.022623488,4,7.295723407,303.29,23.27044025,37,1.587301587,1,30,19.94374121,709,90,2,0,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
10SPACE（东外56号）,1,东城,东直门,东直门外斜街56号,39.94648979,116.4387378,18,12.76595745,1800,"95,533.23",96,0.009991394,4,27.38069368,1125.88,49.68553459,79,11.11111111,7,26,16.06188467,571,72,2,6,12,23,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
部落方舟（燕莎大本营）,3,朝阳,燕莎,麦子店街39号,39.94664416,116.4604865,21,15.95744681,2100,"79,637.58",730,0.010230773,3,12.03110693,497.23,40.25157233,64,30.15873016,19,190,28.66385373,"1,019",92,2,0,6,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
雍和大厦【金?hhwork】,1,东城,雍和宫,东城区安定门东大街28号1号楼5层A单元605,39.94788588,116.4149128,16,10.63829787,1600,"103,983.62",127,0.016645489,4,9.686611078,401.21,28.93081761,46,15.87301587,10,19,14.1209564,502,98,1,1,4,15,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 休闲区 中央空调 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,110063,6
星创空间（益园文化创意产业基地）,4,海淀,四季青,杏石口路,39.94792171,116.236524,7,1.063829787,700,"97,404.67",79,0.104517371,0,74.79239663,3067.65,8.176100629,13,0,0,27,3.656821378,130,5,1,0,1,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,110000,30
雷格斯（北京燕莎中心）,3,朝阳,燕莎,亮马河路50号,39.94846235,116.4587807,50,46.80851064,5000,"79,711.85",653,0.010808179,3,7.407063764,307.85,47.79874214,76,34.92063492,22,185,30.5766526,"1,087",40,2,0,2,20,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 多功能厅 茶水间 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 茶点 饮用水,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,165000,8
艾克商务中心（平安国际中心）,3,朝阳,三元桥,朝阳区新源里南路1-3号,39.94865735,116.4537287,45,41.4893617,4500,"79,471.69",308,0.009834673,3,4.966854269,207.91,55.97484277,89,31.74603175,20,192,33.13642757,"1,178",44,0,0,3,10,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅,0, ,91772.38,15
元亨创融空间（元亨创融空间）,4,海淀,世纪城,海淀区板井路59号,39.94872508,116.2800841,8,2.127659574,800,"96,744.61",170,0.067095753,0,19.15005311,788.79,17.61006289,28,7.936507937,5,9,5.682137834,202,37,4,0,2,19,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 书吧 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, , ,0
创园国际孵化平台,1,东城,雍和宫,后永康胡同17号,39.951019,116.429871,15,9.574468085,1500,"63,660.36",22,0.079506808,6,17.19769018,708.83,11.94968553,19,0,0,1,1.772151899,63,1,0,0,3,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 中央空调 微波炉 冰箱 卫生间配套 办公清洁 茶点 免费咖啡 饮用水,0, ,7000,1
创富港（富海大厦）,4,海淀,皂君庙,大柳树路17号,39.95256828,116.3290445,12,6.382978723,1200,"93,051.97",287,0.035122181,5,30.6166449,1258.41,20.75471698,33,7.936507937,5,18,15.47116737,550,110,5,19,1,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,159000,6
X+空间（京信大厦）,3,朝阳,三元桥,东三环北路甲2号,39.95274235,116.4544967,18,12.76595745,1800,"78,515.72",515,0.013931567,3,11.66339075,482.17,33.96226415,54,31.74603175,20,29,29.50773558,"1,049",56,0,0,5,22,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, ,30000,7
优客工场（四季青）,4,海淀,四季青,四季青路7号,39.95296741,116.265868,16,10.63829787,1600,"96,227.70",126,0.076202956,0,50.56756724,2075.51,27.67295597,44,11.11111111,7,15,5.76652602,205,35,4,0,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,60000,2
优客工场（阿里云）,4,海淀,四季青,四季青路7号楼1号院,39.95296741,116.265868,16,10.63829787,1600,"96,227.70",126,0.076202956,0,50.56756724,2075.51,27.67295597,44,11.11111111,7,15,5.76652602,205,35,4,0,2,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
优客工场（郭公庄中街20号院）,5,丰台,其他,郭公庄中街20号院,39.819105,116.307931,8,2.127659574,800,"96,227.70",126,0.076202956,0,50.56756724,2075.51,27.67295597,44,11.11111111,7,15,5.76652602,205,35,4,0,11,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
外研创客空间（北京外国语大学）,4,海淀,苏州桥,西三环北路2号,39.95339785,116.302313,18,12.76595745,1800,"98,803.31",529,0.04836095,0,17.22943194,710.13,28.30188679,45,3.174603175,2,38,16.90576653,601,98,5,52,3,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,0, , ,0
卓越菁英中心,3,朝阳,三元桥,亮马桥路27号,39.953458,116.4715311,18,12.76595745,1800,"80,584.77",270,0.022920785,3,20.54376091,845.87,13.83647799,22,4.761904762,3,17,6.441631505,229,12,1,0,5,20,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 茶水间 休闲区 健身设施 中央空调 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,10,公司年检 法律咨询 财税代理 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,6200,1
WeWork（国航世纪大厦）,3,朝阳,三元桥,霄云路36号,39.95372635,116.4559137,22,17.0212766,2200,"77,734.85",634,0.015039129,3,13.6846089,564.95,30.81761006,49,34.92063492,22,29,28.97327707,"1,030",67,0,0,6,18,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 茶水间 休闲区 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清洁 饮用水,0, ,138199.43,22
徳事商务中心（现代汽车大厦）,3,朝阳,三元桥,霄云路38号,39.95476635,116.4565697,38,34.04255319,3800,"78,930.31",1049,0.016165993,3,16.34578994,673.94,39.62264151,63,34.92063492,22,37,34.14908579,"1,214",64,0,0,4,25,前台接见 办公家具 复印打印 传真 办公宽带 WIFI 会议室 洽谈室 视频远程会议 多功能厅 咖啡厅 茶水间 书吧 休闲区 健身设施 中央空调 空气净化器 自动售卖机 微波炉 冰箱 卫生间配套 办公清,13,公司年检 法律咨询 财税代理 人事代理 人力招聘 投融资服务 运营服务 营销推荐 商务聚会 宣传设计 政策申请 创业辅导 政策顾问,69398,5
